Id,OrgId,Code,Name,Spec,Unit,Category,IsActive,CreatedAt,UpdatedAt
55,1,MAT-000055,"Mechanical Item-00055",Spec-6383,pcs,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
56,1,MAT-000056,"FinishedGood Item-00056",Spec-5003,box,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
57,1,MAT-000057,"FinishedGood Item-00057",Spec-5172,box,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
58,1,MAT-000058,"Electronic Item-00058",Spec-8292,box,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
59,1,MAT-000059,"RawMaterial Item-00059",Spec-1025,pcs,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
60,1,MAT-000060,"SemiFinished Item-00060",Spec-7480,box,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
61,1,MAT-000061,"FinishedGood Item-00061",Spec-4599,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
62,1,MAT-000062,"RawMaterial Item-00062",Spec-9674,box,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
63,1,MAT-000063,"Chemical Item-00063",Spec-4004,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
64,1,MAT-000064,"Electronic Item-00064",Spec-9480,set,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
65,1,MAT-000065,"Packaging Item-00065",Spec-3524,roll,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
66,1,MAT-000066,"FinishedGood Item-00066",Spec-8237,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
67,1,MAT-000067,"SemiFinished Item-00067",Spec-6979,box,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
68,1,MAT-000068,"SemiFinished Item-00068",Spec-3056,m,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
69,1,MAT-000069,"Packaging Item-00069",Spec-1736,roll,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
70,1,MAT-000070,"FinishedGood Item-00070",Spec-8919,pair,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
71,1,MAT-000071,"Packaging Item-00071",Spec-9486,box,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
72,1,MAT-000072,"Electronic Item-00072",Spec-9721,box,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
73,1,MAT-000073,"SemiFinished Item-00073",Spec-2900,set,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
74,1,MAT-000074,"Mechanical Item-00074",Spec-7373,set,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
75,1,MAT-000075,"RawMaterial Item-00075",Spec-4130,pair,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
76,1,MAT-000076,"Electronic Item-00076",Spec-2803,roll,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
77,1,MAT-000077,"Electronic Item-00077",Spec-6235,pair,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
78,1,MAT-000078,"SemiFinished Item-00078",Spec-1470,box,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
79,1,MAT-000079,"RawMaterial Item-00079",Spec-3822,kg,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
80,1,MAT-000080,"SemiFinished Item-00080",Spec-3435,m,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
81,1,MAT-000081,"Chemical Item-00081",Spec-4307,L,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
82,1,MAT-000082,"Electronic Item-00082",Spec-6962,pair,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
83,1,MAT-000083,"Chemical Item-00083",Spec-8708,m,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
84,1,MAT-000084,"FinishedGood Item-00084",Spec-9441,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
85,1,MAT-000085,"Mechanical Item-00085",Spec-4483,set,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
86,1,MAT-000086,"Chemical Item-00086",Spec-5239,pcs,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
87,1,MAT-000087,"Chemical Item-00087",Spec-9273,m,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
88,1,MAT-000088,"Chemical Item-00088",Spec-1148,box,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
89,1,MAT-000089,"FinishedGood Item-00089",Spec-1167,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
90,1,MAT-000090,"Chemical Item-00090",Spec-7086,L,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
91,1,MAT-000091,"Mechanical Item-00091",Spec-3665,box,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
92,1,MAT-000092,"Chemical Item-00092",Spec-1277,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
93,1,MAT-000093,"FinishedGood Item-00093",Spec-1383,roll,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
94,1,MAT-000094,"Mechanical Item-00094",Spec-4284,set,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
95,1,MAT-000095,"FinishedGood Item-00095",Spec-6445,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
96,1,MAT-000096,"Mechanical Item-00096",Spec-3896,set,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
97,1,MAT-000097,"Mechanical Item-00097",Spec-2223,pcs,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
98,1,MAT-000098,"Packaging Item-00098",Spec-9809,m,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
99,1,MAT-000099,"FinishedGood Item-00099",Spec-6213,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
100,1,MAT-000100,"FinishedGood Item-00100",Spec-2648,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
101,1,MAT-000101,"Mechanical Item-00101",Spec-9502,pcs,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
102,1,MAT-000102,"SemiFinished Item-00102",Spec-2789,roll,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
103,1,MAT-000103,"Mechanical Item-00103",Spec-8744,roll,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
104,1,MAT-000104,"FinishedGood Item-00104",Spec-4791,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
105,1,MAT-000105,"FinishedGood Item-00105",Spec-8113,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
106,1,MAT-000106,"Electronic Item-00106",Spec-7048,set,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
107,1,MAT-000107,"FinishedGood Item-00107",Spec-9771,roll,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
108,1,MAT-000108,"Mechanical Item-00108",Spec-3801,kg,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
109,1,MAT-000109,"Electronic Item-00109",Spec-7243,pair,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
110,1,MAT-000110,"FinishedGood Item-00110",Spec-7763,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
111,1,MAT-000111,"Electronic Item-00111",Spec-5515,box,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
112,1,MAT-000112,"Chemical Item-00112",Spec-4719,pcs,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
113,1,MAT-000113,"FinishedGood Item-00113",Spec-6063,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
114,1,MAT-000114,"FinishedGood Item-00114",Spec-9576,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
115,1,MAT-000115,"Electronic Item-00115",Spec-5357,m,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
116,1,MAT-000116,"Packaging Item-00116",Spec-1859,L,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
117,1,MAT-000117,"SemiFinished Item-00117",Spec-5167,pair,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
118,1,MAT-000118,"Chemical Item-00118",Spec-5506,box,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
119,1,MAT-000119,"SemiFinished Item-00119",Spec-8945,box,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
120,1,MAT-000120,"Mechanical Item-00120",Spec-8584,roll,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
121,1,MAT-000121,"Electronic Item-00121",Spec-1568,m,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
122,1,MAT-000122,"RawMaterial Item-00122",Spec-6628,box,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
123,1,MAT-000123,"Chemical Item-00123",Spec-2385,set,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
124,1,MAT-000124,"FinishedGood Item-00124",Spec-4364,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
125,1,MAT-000125,"RawMaterial Item-00125",Spec-6875,pcs,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
126,1,MAT-000126,"RawMaterial Item-00126",Spec-9248,kg,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
127,1,MAT-000127,"Packaging Item-00127",Spec-4590,pair,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
128,1,MAT-000128,"Mechanical Item-00128",Spec-8130,kg,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
129,1,MAT-000129,"FinishedGood Item-00129",Spec-1451,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
130,1,MAT-000130,"RawMaterial Item-00130",Spec-1846,roll,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
131,1,MAT-000131,"Electronic Item-00131",Spec-5713,pair,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
132,1,MAT-000132,"Packaging Item-00132",Spec-7094,box,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
133,1,MAT-000133,"Chemical Item-00133",Spec-4637,m,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
134,1,MAT-000134,"Chemical Item-00134",Spec-8603,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
135,1,MAT-000135,"Chemical Item-00135",Spec-6963,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
136,1,MAT-000136,"RawMaterial Item-00136",Spec-9410,pair,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
137,1,MAT-000137,"Packaging Item-00137",Spec-7405,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
138,1,MAT-000138,"Chemical Item-00138",Spec-8325,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
139,1,MAT-000139,"Electronic Item-00139",Spec-2761,box,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
140,1,MAT-000140,"SemiFinished Item-00140",Spec-4242,pair,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
141,1,MAT-000141,"Mechanical Item-00141",Spec-9261,box,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
142,1,MAT-000142,"RawMaterial Item-00142",Spec-4127,pair,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
143,1,MAT-000143,"Packaging Item-00143",Spec-1934,L,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
144,1,MAT-000144,"Chemical Item-00144",Spec-8947,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
145,1,MAT-000145,"Electronic Item-00145",Spec-1275,box,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
146,1,MAT-000146,"Electronic Item-00146",Spec-3858,roll,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
147,1,MAT-000147,"RawMaterial Item-00147",Spec-7718,kg,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
148,1,MAT-000148,"RawMaterial Item-00148",Spec-5178,kg,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
149,1,MAT-000149,"FinishedGood Item-00149",Spec-9822,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
150,1,MAT-000150,"Mechanical Item-00150",Spec-9949,m,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
151,1,MAT-000151,"Electronic Item-00151",Spec-5784,set,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
152,1,MAT-000152,"RawMaterial Item-00152",Spec-8889,m,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
153,1,MAT-000153,"Chemical Item-00153",Spec-9678,box,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
154,1,MAT-000154,"FinishedGood Item-00154",Spec-4673,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
155,1,MAT-000155,"Packaging Item-00155",Spec-1493,pair,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
156,1,MAT-000156,"Packaging Item-00156",Spec-8540,L,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
157,1,MAT-000157,"Packaging Item-00157",Spec-3250,box,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
158,1,MAT-000158,"Chemical Item-00158",Spec-6591,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
159,1,MAT-000159,"Mechanical Item-00159",Spec-7886,L,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
160,1,MAT-000160,"Electronic Item-00160",Spec-3544,roll,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
161,1,MAT-000161,"FinishedGood Item-00161",Spec-2021,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
162,1,MAT-000162,"RawMaterial Item-00162",Spec-5616,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
163,1,MAT-000163,"FinishedGood Item-00163",Spec-7164,L,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
164,1,MAT-000164,"SemiFinished Item-00164",Spec-7974,roll,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
165,1,MAT-000165,"FinishedGood Item-00165",Spec-9639,pair,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
166,1,MAT-000166,"FinishedGood Item-00166",Spec-3528,m,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
167,1,MAT-000167,"FinishedGood Item-00167",Spec-1991,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
168,1,MAT-000168,"RawMaterial Item-00168",Spec-4475,box,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
169,1,MAT-000169,"Packaging Item-00169",Spec-5298,set,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
170,1,MAT-000170,"Chemical Item-00170",Spec-8412,L,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
171,1,MAT-000171,"RawMaterial Item-00171",Spec-2836,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
172,1,MAT-000172,"Mechanical Item-00172",Spec-1889,box,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
173,1,MAT-000173,"FinishedGood Item-00173",Spec-4402,roll,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
174,1,MAT-000174,"Electronic Item-00174",Spec-9868,L,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
175,1,MAT-000175,"SemiFinished Item-00175",Spec-3363,roll,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
176,1,MAT-000176,"Electronic Item-00176",Spec-3940,set,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
177,1,MAT-000177,"Mechanical Item-00177",Spec-2573,m,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
178,1,MAT-000178,"Electronic Item-00178",Spec-2114,pcs,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
179,1,MAT-000179,"SemiFinished Item-00179",Spec-2924,kg,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
180,1,MAT-000180,"Packaging Item-00180",Spec-9016,m,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
181,1,MAT-000181,"RawMaterial Item-00181",Spec-1345,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
182,1,MAT-000182,"Chemical Item-00182",Spec-2387,pcs,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
183,1,MAT-000183,"Electronic Item-00183",Spec-8796,roll,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
184,1,MAT-000184,"Chemical Item-00184",Spec-6071,pcs,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
185,1,MAT-000185,"Chemical Item-00185",Spec-1689,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
186,1,MAT-000186,"RawMaterial Item-00186",Spec-3671,box,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
187,1,MAT-000187,"RawMaterial Item-00187",Spec-1706,m,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
188,1,MAT-000188,"SemiFinished Item-00188",Spec-2393,kg,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
189,1,MAT-000189,"Mechanical Item-00189",Spec-4858,roll,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
190,1,MAT-000190,"RawMaterial Item-00190",Spec-7510,set,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
191,1,MAT-000191,"Chemical Item-00191",Spec-4206,set,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
192,1,MAT-000192,"Electronic Item-00192",Spec-1321,set,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
193,1,MAT-000193,"Chemical Item-00193",Spec-6282,m,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
194,1,MAT-000194,"RawMaterial Item-00194",Spec-8679,box,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
195,1,MAT-000195,"Electronic Item-00195",Spec-3083,pair,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
196,1,MAT-000196,"Mechanical Item-00196",Spec-2589,set,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
197,1,MAT-000197,"RawMaterial Item-00197",Spec-3114,pcs,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
198,1,MAT-000198,"Chemical Item-00198",Spec-1860,set,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
199,1,MAT-000199,"Packaging Item-00199",Spec-2731,box,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
200,1,MAT-000200,"Chemical Item-00200",Spec-4738,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
201,1,MAT-000201,"Packaging Item-00201",Spec-2461,L,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
202,1,MAT-000202,"SemiFinished Item-00202",Spec-5287,box,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
