Id,OrgId,ParentMaterialId,ChildMaterialId,Quantity,Position,ScrapRate,BomViewType,Level,ValidFrom,ValidTo,VersionState,CreatedAt,UpdatedAt
42,1,391,328,2.91,78,0.0021,MBOM,1,2025-09-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
43,1,256,475,1.92,19,0.0037,MBOM,1,2025-09-29,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
44,1,256,227,4.27,89,0.0008,EBOM,1,2026-01-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
45,1,256,20,3.76,82,0.0171,EBOM,1,2026-02-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
46,1,22,20,1.32,17,0.0171,EBOM,2,2026-02-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
47,1,318,154,2.33,76,0.0065,EBOM,1,2025-11-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
48,1,318,138,2.13,27,0.0254,EBOM,1,2026-04-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
49,1,318,491,2.51,82,0.0267,EBOM,1,2025-10-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
50,1,318,421,4.3,28,0.0035,EBOM,1,2026-03-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
51,1,318,186,1.4,8,0.0299,EBOM,1,2025-07-30,,Obsolete,"2026-07-16 13:58:28","2026-07-16 13:58:28"
52,1,318,272,2.85,6,0.0057,EBOM,1,2026-02-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
53,1,318,128,2.6,99,0.0132,MBOM,1,2026-03-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
54,1,318,327,1.46,40,0.0157,EBOM,1,2026-02-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
55,1,492,19,4.18,85,0.0029,EBOM,1,2026-01-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
56,1,492,446,3.3,70,0.0165,EBOM,1,2026-05-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
57,1,492,78,1.0,67,0.0285,MBOM,1,2025-10-10,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
58,1,359,189,2.12,7,0.0296,EBOM,1,2025-07-22,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
59,1,359,70,3.7,62,0.0105,MBOM,1,2026-03-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
60,1,359,456,3.27,33,0.0127,EBOM,1,2025-12-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
61,1,359,23,2.25,61,0.016,EBOM,1,2026-02-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
62,1,359,319,2.68,25,0.0026,EBOM,1,2026-02-11,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
63,1,359,496,3.01,69,0.006,EBOM,1,2026-03-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
64,1,359,396,2.33,78,0.0167,EBOM,1,2025-10-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
65,1,359,183,3.23,21,0.0262,EBOM,1,2026-01-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
66,1,214,135,2.05,27,0.002,EBOM,1,2026-02-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
67,1,214,203,3.66,23,0.0228,MBOM,1,2026-03-03,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
68,1,214,404,2.52,97,0.0084,EBOM,1,2025-11-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
69,1,214,245,3.03,21,0.0019,EBOM,1,2025-09-16,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
70,1,214,260,1.24,63,0.0067,EBOM,1,2026-07-01,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
71,1,443,260,1.12,23,0.0067,EBOM,2,2026-07-01,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
72,1,214,93,2.03,2,0.0021,EBOM,1,2025-12-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
73,1,60,246,3.81,99,0.0042,MBOM,1,2025-08-13,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
74,1,60,157,4.71,39,0.0227,EBOM,1,2026-07-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
75,1,43,157,2.21,54,0.0227,EBOM,2,2026-07-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
76,1,60,268,2.32,67,0.0219,EBOM,1,2026-07-11,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
77,1,389,476,4.63,2,0.0107,EBOM,1,2026-01-02,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
78,1,60,476,2.02,76,0.0107,EBOM,2,2026-01-02,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
79,1,389,210,1.54,70,0.0072,EBOM,1,2025-07-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
80,1,389,46,3.81,59,0.0131,MBOM,1,2025-07-31,,Obsolete,"2026-07-16 13:58:28","2026-07-16 13:58:28"
81,1,389,59,2.63,64,0.0205,EBOM,1,2026-06-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
82,1,389,361,3.8,39,0.0173,EBOM,1,2026-05-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
83,1,389,485,4.82,27,0.0182,MBOM,1,2026-05-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
84,1,452,400,2.95,78,0.0133,EBOM,1,2025-08-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
85,1,452,383,1.06,37,0.0267,CBOM,1,2025-10-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
86,1,452,91,4.79,66,0.0236,EBOM,1,2025-09-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
87,1,494,435,2.25,99,0.005,EBOM,1,2025-10-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
88,1,494,419,2.28,67,0.0009,EBOM,1,2026-06-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
89,1,494,390,4.77,20,0.0148,EBOM,1,2025-08-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
90,1,443,202,3.35,97,0.0204,EBOM,1,2026-04-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
91,1,452,202,2.14,33,0.0204,EBOM,2,2026-04-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
92,1,443,3,4.97,69,0.0173,EBOM,1,2026-01-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
93,1,492,3,1.9,1,0.0173,EBOM,2,2026-01-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
94,1,443,225,1.19,92,0.0012,EBOM,1,2026-03-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
95,1,375,31,3.44,16,0.0289,MBOM,1,2026-06-10,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
96,1,214,31,2.83,79,0.0289,MBOM,2,2026-06-10,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
97,1,375,34,2.39,68,0.0299,EBOM,1,2026-01-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
98,1,375,274,2.63,78,0.008,EBOM,1,2025-08-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
99,1,375,478,2.42,15,0.0296,EBOM,1,2025-12-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
100,1,375,42,1.68,89,0.0153,MBOM,1,2026-06-10,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
101,1,375,429,2.61,62,0.002,EBOM,1,2025-09-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
102,1,43,429,2.14,29,0.002,EBOM,2,2025-09-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
103,1,342,387,3.62,46,0.0155,EBOM,1,2026-01-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
104,1,342,15,1.79,52,0.0179,EBOM,1,2026-05-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
105,1,342,420,1.16,90,0.0053,EBOM,1,2026-01-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
106,1,342,184,3.61,6,0.0001,EBOM,1,2026-05-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
107,1,216,270,2.66,24,0.0079,EBOM,1,2026-04-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
108,1,216,67,4.77,3,0.0002,EBOM,1,2026-01-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
109,1,216,178,2.83,92,0.0003,EBOM,1,2025-11-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
110,1,216,376,1.79,51,0.0147,EBOM,1,2026-05-19,,Obsolete,"2026-07-16 13:58:28","2026-07-16 13:58:28"
111,1,216,18,2.7,25,0.0255,CBOM,1,2026-02-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
112,1,216,381,2.38,54,0.0152,EBOM,1,2026-05-27,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
113,1,216,28,2.48,74,0.0087,EBOM,1,2025-10-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
114,1,380,279,3.89,77,0.0172,EBOM,1,2025-08-31,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
115,1,389,279,1.99,72,0.0172,EBOM,2,2025-08-31,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
116,1,380,102,2.2,30,0.0156,EBOM,1,2026-05-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
117,1,380,300,3.13,78,0.0034,EBOM,1,2026-01-14,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
118,1,380,447,4.9,37,0.0248,EBOM,1,2026-05-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
119,1,438,61,2.11,51,0.0203,EBOM,1,2026-02-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
120,1,438,151,2.51,3,0.0172,EBOM,1,2025-10-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
121,1,438,98,1.73,63,0.0167,EBOM,1,2025-10-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
122,1,438,177,1.16,39,0.0199,EBOM,1,2025-09-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
123,1,438,136,3.73,23,0.0252,MBOM,1,2026-06-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
124,1,303,450,4.12,95,0.0109,EBOM,1,2026-07-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
125,1,303,25,3.83,89,0.0044,EBOM,1,2025-08-04,,Obsolete,"2026-07-16 13:58:28","2026-07-16 13:58:28"
126,1,303,408,3.09,2,0.0167,EBOM,1,2025-07-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
127,1,303,21,1.12,73,0.0167,MBOM,1,2026-06-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
128,1,303,255,1.46,85,0.0159,EBOM,1,2025-09-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
129,1,214,255,1.37,9,0.0159,EBOM,2,2025-09-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
130,1,303,321,3.03,90,0.0024,EBOM,1,2026-02-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
131,1,2,65,4.61,64,0.0179,EBOM,1,2026-02-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
132,1,2,9,1.18,43,0.0224,MBOM,1,2025-09-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
133,1,2,488,3.47,27,0.0178,EBOM,1,2025-12-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
134,1,303,488,1.07,37,0.0178,EBOM,2,2025-12-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
135,1,2,164,4.49,68,0.0045,EBOM,1,2026-05-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
136,1,2,140,2.35,71,0.0134,EBOM,1,2025-08-21,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
137,1,2,461,1.9,68,0.0208,EBOM,1,2026-03-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
138,1,43,265,4.43,50,0.023,EBOM,1,2026-01-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
139,1,43,444,4.01,42,0.0292,CBOM,1,2025-12-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
140,1,43,322,4.18,10,0.0141,EBOM,1,2026-06-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
141,1,43,188,2.56,58,0.0167,EBOM,1,2025-08-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
142,1,43,356,1.94,8,0.02,EBOM,1,2026-03-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
143,1,487,228,4.83,86,0.0268,EBOM,1,2025-09-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
144,1,487,209,3.72,34,0.0273,EBOM,1,2025-09-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
145,1,487,418,3.09,21,0.0211,EBOM,1,2026-02-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
146,1,487,170,4.59,31,0.0249,EBOM,1,2025-08-16,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
147,1,487,108,4.73,39,0.0165,EBOM,1,2026-03-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
148,1,44,108,2.47,93,0.0165,EBOM,2,2026-03-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
149,1,487,288,2.52,12,0.0159,EBOM,1,2026-06-27,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
150,1,487,479,2.62,87,0.027,EBOM,1,2026-01-27,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
151,1,139,457,2.87,63,0.0018,MBOM,1,2026-06-23,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
152,1,139,185,2.2,60,0.0224,EBOM,1,2026-03-07,,Obsolete,"2026-07-16 13:58:28","2026-07-16 13:58:28"
153,1,139,306,1.38,93,0.0077,EBOM,1,2025-07-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
154,1,139,179,2.65,62,0.0293,EBOM,1,2025-10-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
155,1,139,92,2.47,29,0.0162,EBOM,1,2025-11-11,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
156,1,139,415,1.18,98,0.0061,EBOM,1,2025-09-22,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
157,1,23,460,2.12,95,0.0004,MBOM,2,2026-04-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
158,1,23,397,2.9,23,0.0085,EBOM,2,2025-12-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
159,1,23,26,1.36,94,0.0087,EBOM,2,2026-01-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
160,1,23,122,2.78,39,0.0167,MBOM,2,2026-05-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
161,1,23,17,2.31,58,0.0013,MBOM,2,2026-05-27,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
162,1,23,347,1.22,17,0.0009,EBOM,2,2025-09-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
163,1,143,38,1.88,37,0.0117,CBOM,2,2025-12-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
164,1,164,38,2.01,70,0.0117,CBOM,3,2025-12-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
165,1,143,489,1.21,43,0.0201,EBOM,2,2026-01-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
166,1,143,295,1.93,67,0.0088,EBOM,2,2026-04-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
167,1,143,27,2.11,12,0.0021,EBOM,2,2026-04-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
168,1,143,312,2.76,65,0.0273,EBOM,2,2026-05-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
169,1,143,153,2.69,90,0.0087,MBOM,2,2025-07-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
170,1,143,233,1.32,11,0.0195,EBOM,2,2025-08-09,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
171,1,36,226,2.85,53,0.0056,MBOM,2,2025-10-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
172,1,76,226,1.64,39,0.0056,MBOM,3,2025-10-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
173,1,36,495,2.84,62,0.0068,EBOM,2,2025-10-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
174,1,36,241,1.34,78,0.0186,EBOM,2,2026-07-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
175,1,36,366,1.33,89,0.0119,EBOM,2,2026-02-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
176,1,228,366,1.49,18,0.0119,EBOM,3,2026-02-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
177,1,36,40,1.51,32,0.0151,EBOM,2,2025-10-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
178,1,36,439,2.19,40,0.0168,MBOM,2,2026-06-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
179,1,151,413,1.53,35,0.028,EBOM,2,2026-06-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
180,1,151,289,2.92,47,0.0224,EBOM,2,2026-06-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
181,1,151,5,1.76,90,0.0251,EBOM,2,2025-07-23,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
182,1,151,353,1.06,2,0.007,MBOM,2,2026-03-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
183,1,151,167,2.55,83,0.0274,CBOM,2,2025-07-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
184,1,429,285,2.24,99,0.0203,EBOM,2,2025-08-22,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
185,1,429,97,1.4,16,0.012,EBOM,2,2026-05-31,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
186,1,429,33,2.62,70,0.0104,EBOM,2,2025-11-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
187,1,406,371,1.68,7,0.0216,MBOM,2,2026-05-10,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
188,1,406,500,2.27,91,0.024,MBOM,2,2026-03-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
189,1,28,500,1.21,4,0.024,MBOM,3,2026-03-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
190,1,406,211,1.71,98,0.0032,EBOM,2,2026-02-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
191,1,406,434,2.29,39,0.0056,EBOM,2,2025-11-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
192,1,406,459,1.46,59,0.0244,EBOM,2,2025-09-16,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
193,1,406,224,2.64,41,0.004,EBOM,2,2026-02-16,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
194,1,406,187,2.81,21,0.027,MBOM,2,2026-04-27,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
195,1,406,218,2.33,56,0.0114,EBOM,2,2026-03-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
196,1,229,252,2.64,55,0.0005,MBOM,2,2026-02-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
197,1,25,252,1.85,51,0.0005,MBOM,3,2026-02-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
198,1,229,472,2.74,55,0.016,CBOM,2,2025-07-26,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
199,1,229,133,1.61,51,0.0222,EBOM,2,2026-04-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
200,1,229,271,1.06,64,0.017,EBOM,2,2026-02-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
201,1,305,271,2.89,77,0.017,EBOM,3,2026-02-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
202,1,229,221,2.19,36,0.0142,EBOM,2,2025-08-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
203,1,229,314,2.31,69,0.0121,EBOM,2,2025-12-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
204,1,229,223,1.6,59,0.0275,EBOM,2,2026-05-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
205,1,53,142,1.45,47,0.027,EBOM,2,2026-07-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
206,1,53,346,1.96,55,0.0269,EBOM,2,2025-12-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
207,1,53,146,1.19,93,0.0176,EBOM,2,2026-02-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
208,1,53,436,2.71,18,0.0064,EBOM,2,2025-08-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
209,1,53,417,2.55,96,0.0157,MBOM,2,2026-03-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
210,1,53,261,2.16,62,0.0206,EBOM,2,2026-04-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
211,1,61,261,1.45,49,0.0206,EBOM,3,2026-04-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
212,1,84,4,1.59,5,0.0021,EBOM,2,2025-11-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
