Id,OrgId,MaterialId,OrderQty,DueDate,DataVersion,CreatedAt
123,1,86,1215.0,2026-08-26,3,"2026-07-16 13:58:28"
124,1,284,4847.0,2026-10-11,2,"2026-07-16 13:58:28"
125,1,175,632.0,2026-09-10,3,"2026-07-16 13:58:28"
126,1,123,4948.0,2026-08-15,2,"2026-07-16 13:58:28"
127,1,318,3367.0,2026-08-20,2,"2026-07-16 13:58:28"
128,1,340,3209.0,2026-08-28,2,"2026-07-16 13:58:28"
129,1,219,3605.0,2026-08-02,3,"2026-07-16 13:58:28"
130,1,287,4083.0,2026-09-21,2,"2026-07-16 13:58:28"
131,1,201,1176.0,2026-08-24,1,"2026-07-16 13:58:28"
132,1,266,3037.0,2026-08-01,2,"2026-07-16 13:58:28"
133,1,320,2383.0,2026-10-05,1,"2026-07-16 13:58:28"
134,1,497,1746.0,2026-10-09,3,"2026-07-16 13:58:28"
135,1,465,2704.0,2026-09-02,1,"2026-07-16 13:58:28"
136,1,73,230.0,2026-09-14,3,"2026-07-16 13:58:28"
137,1,10,912.0,2026-10-12,1,"2026-07-16 13:58:28"
138,1,115,1307.0,2026-09-16,2,"2026-07-16 13:58:28"
139,1,408,3537.0,2026-09-19,2,"2026-07-16 13:58:28"
140,1,228,925.0,2026-08-05,1,"2026-07-16 13:58:28"
141,1,212,2151.0,2026-08-26,3,"2026-07-16 13:58:28"
142,1,198,189.0,2026-09-23,2,"2026-07-16 13:58:28"
143,1,232,1259.0,2026-09-03,2,"2026-07-16 13:58:28"
144,1,254,1891.0,2026-09-04,2,"2026-07-16 13:58:28"
145,1,113,1447.0,2026-08-19,2,"2026-07-16 13:58:28"
146,1,155,2676.0,2026-07-31,3,"2026-07-16 13:58:28"
147,1,298,1392.0,2026-09-18,2,"2026-07-16 13:58:28"
148,1,420,389.0,2026-09-14,3,"2026-07-16 13:58:28"
149,1,251,3071.0,2026-10-11,3,"2026-07-16 13:58:28"
150,1,393,2706.0,2026-10-05,2,"2026-07-16 13:58:28"
